word,category,emoji,difficulty
дебютний альбом,Музика,🎵,normal
концептуальний альбом,Музика,🎵,normal
збірка хітів,Музика,🎵,normal
живий альбом,Музика,🎵,normal
акустичний концерт,Музика,🎵,normal
Unplugged формат,Музика,🎵,normal
музичний відеокліп,Музика,🎵,normal
режисер кліпу,Музика,🎵,normal
хореограф,Музика,🎵,normal
бек-танцюристи,Музика,🎵,normal
підтанцьовка,Музика,🎵,normal
гастрольний автобус,Музика,🎵,normal
музичний фестиваль Вудсток,Музика,🎵,normal
Гластонбері фестиваль,Музика,🎵,normal
Євробачення переможець,Музика,🎵,normal
номінація на премію,Музика,🎵,normal
церемонія нагородження,Музика,🎵,normal
музичний критик,Музика,🎵,normal
рецензія на альбом,Музика,🎵,normal
музичний журнал,Музика,🎵,normal
плейлист Spotify,Музика,🎵,normal
музичний стрімінг,Музика,🎵,normal
підкаст про музику,Музика,🎵,normal
музичний блогер,Музика,🎵,normal
кавер на ютубі,Музика,🎵,normal
вірусна пісня,Музика,🎵,normal
музичний тренд,Музика,🎵,normal
флешмоб танцювальний,Музика,🎵,normal
дитячий музичний конкурс,Музика,🎵,normal
шоу талантів,Музика,🎵,normal
вокальний тренер,Музика,🎵,normal
уроки вокалу,Музика,🎵,normal
уроки гри на гітарі,Музика,🎵,normal
музична теорія,Музика,🎵,normal
сольфеджіо,Музика,🎵,normal
музичний слух,Музика,🎵,normal
абсолютний слух,Музика,🎵,normal
транспонування,Музика,🎵,normal
акомпанемент,Музика,🎵,normal
акомпаніатор,Музика,🎵,normal
хормейстер,Музика,🎵,normal
концертмейстер,Музика,🎵,normal
музичне училище,Музика,🎵,normal
консерваторія,Музика,🎵,normal
диплом музиканта,Музика,🎵,normal
конкурс молодих виконавців,Музика,🎵,normal
джазовий клуб,Музика,🎵,normal
рок-клуб,Музика,🎵,normal
нічний клуб з музикою,Музика,🎵,normal
живе виконання,Музика,🎵,normal
акустична сесія,Музика,🎵,normal
студійна сесія,Музика,🎵,normal
запис вокалу,Музика,🎵,normal
мастерінг треку,Музика,🎵,normal
зведення треку,Музика,🎵,normal
бітмейкер,Музика,🎵,normal
реп-виконавець,Музика,🎵,normal
репер,Музика,🎵,normal
репер-початківець,Музика,🎵,normal
хіп-хоп культура,Музика,🎵,normal
брейк-данс,Музика,🎵,normal
диджеїнг,Музика,🎵,normal
вінілові платівки колекція,Музика,🎵,normal
програвач вінілу,Музика,🎵,normal
касетний плеєр,Музика,🎵,normal
mp3 плеєр,Музика,🎵,normal
аудіофіл,Музика,🎵,normal
аудіосистема,Музика,🎵,normal
домашній кінотеатр звук,Музика,🎵,normal
концертна апаратура,Музика,🎵,normal
сценічний монітор,Музика,🎵,normal
навушники студійні,Музика,🎵,normal
мікрофонна стійка,Музика,🎵,normal
гітарний підсилювач,Музика,🎵,normal
педаль ефектів,Музика,🎵,normal
дисторшн ефект,Музика,🎵,normal
хорус ефект,Музика,🎵,normal
делей ефект,Музика,🎵,normal
музичний жанр фьюжн,Музика,🎵,normal
неофолк,Музика,🎵,normal
етноджаз,Музика,🎵,normal
симфонічний метал,Музика,🎵,normal
прогресивний рок,Музика,🎵,normal
психоделічний рок,Музика,🎵,normal
симфонічний рок,Музика,🎵,normal
фолк-метал,Музика,🎵,normal
павер-метал,Музика,🎵,normal
спід-метал,Музика,🎵,normal
ню-метал,Музика,🎵,normal
метал-кор,Музика,🎵,normal
диско-хаус,Музика,🎵,normal
електро-свінг,Музика,🎵,normal
джаз-мануш,Музика,🎵,normal
боса-нова,Музика,🎵,normal
циганський джаз,Музика,🎵,normal
біг-бенд,Музика,🎵,normal
діксиленд,Музика,🎵,normal
нью-ейдж музика,Музика,🎵,normal
ембіент музика,Музика,🎵,normal
лоу-фай музика,Музика,🎵,normal
сіті-поп,Музика,🎵,normal
к-поп,Музика,🎵,normal
джей-поп,Музика,🎵,normal
афробіт,Музика,🎵,normal
реггетон,Музика,🎵,normal
кумбія,Музика,🎵,normal
меренге,Музика,🎵,normal
вейпорвейв,Музика,🎵,normal
синтвейв,Музика,🎵,normal
чіптюн,Музика,🎵,normal
бритпоп,Музика,🎵,normal
шугейзинг,Музика,🎵,normal
пост-рок,Музика,🎵,normal
мат-рок,Музика,🎵,normal
емо музика,Музика,🎵,normal
скрімо,Музика,🎵,normal
індастріал метал,Музика,🎵,normal
готик-рок,Музика,🎵,normal
дарквейв,Музика,🎵,normal
тріп-хоп,Музика,🎵,normal
даунтемпо,Музика,🎵,normal
біг-біт,Музика,🎵,normal
юроденс,Музика,🎵,normal
італо-диско,Музика,🎵,normal
контрафагот,Музика,🎵,hard
англійський ріжок,Музика,🎵,hard
альтова флейта,Музика,🎵,hard
бас-кларнет,Музика,🎵,hard
геліконт,Музика,🎵,hard
сузафон,Музика,🎵,hard
челеста,Музика,🎵,hard
клавесин,Музика,🎵,hard
клавікорд,Музика,🎵,hard
гамбо,Музика,🎵,hard
цимбали,Музика,🎵,hard
бандонеон,Музика,🎵,hard
концертино,Музика,🎵,hard
гармоніум,Музика,🎵,hard
гідрофон,Музика,🎵,hard
тайко барабани,Музика,🎵,hard
джембе,Музика,🎵,hard
конга,Музика,🎵,hard
бонго,Музика,🎵,hard
кахон,Музика,🎵,hard
вібрафон,Музика,🎵,hard
маримба,Музика,🎵,hard
глокеншпіль,Музика,🎵,hard
тарілки хай-хет,Музика,🎵,hard
том-том барабан,Музика,🎵,hard
малий барабан,Музика,🎵,hard
бас-барабан оркестровий,Музика,🎵,hard
альтовий саксофон,Музика,🎵,hard
тенор-саксофон,Музика,🎵,hard
баритон-саксофон,Музика,🎵,hard
сопрано-саксофон,Музика,🎵,hard
корнет,Музика,🎵,hard
флюгельгорн,Музика,🎵,hard
валторна,Музика,🎵,hard
туба оркестрова,Музика,🎵,hard
пікколо флейта,Музика,🎵,hard
блокфлейта,Музика,🎵,hard
кена флейта,Музика,🎵,hard
дудук,Музика,🎵,hard
шофар,Музика,🎵,hard
диджериду,Музика,🎵,hard
кобза,Музика,🎵,hard
торбан,Музика,🎵,hard
цимбали угорські,Музика,🎵,hard
кантеле,Музика,🎵,hard
кобилка скрипки,Музика,🎵,hard
підборіддя скрипки,Музика,🎵,hard
колки гітари,Музика,🎵,hard
лади гітари,Музика,🎵,hard
розетка гітари,Музика,🎵,hard
дека інструмента,Музика,🎵,hard
резонаторна коробка,Музика,🎵,hard
камертон,Музика,🎵,hard
метроном,Музика,🎵,hard
тюнер гітарний,Музика,🎵,hard
капо для гітари,Музика,🎵,hard
плектр,Музика,🎵,hard
смичок контрабаса,Музика,🎵,hard
канифоль,Музика,🎵,hard
Гвідо Аретинський,Музика,🎵,hard
невми,Музика,🎵,hard
модальна музика,Музика,🎵,hard
лідійський лад,Музика,🎵,hard
дорійський лад,Музика,🎵,hard
міксолідійський лад,Музика,🎵,hard
фрігійський лад,Музика,🎵,hard
еолійський лад,Музика,🎵,hard
локрійський лад,Музика,🎵,hard
пентатоніка,Музика,🎵,hard
блюзова гама,Музика,🎵,hard
хроматична гама,Музика,🎵,hard
цілотонова гама,Музика,🎵,hard
атональна музика,Музика,🎵,hard
серіалізм,Музика,🎵,hard
додекафонія,Музика,🎵,hard
алеаторика,Музика,🎵,hard
конкретна музика,Музика,🎵,hard
електроакустична музика,Музика,🎵,hard
мюзик-конкрет,Музика,🎵,hard
спектральна музика,Музика,🎵,hard
мінімалізм Райх,Музика,🎵,hard
мінімалізм Гласс,Музика,🎵,hard
нововіденська школа,Музика,🎵,hard
Шенберг,Музика,🎵,hard
Веберн,Музика,🎵,hard
Берг,Музика,🎵,hard
Барток,Музика,🎵,hard
Кодай,Музика,🎵,hard
Онеггер,Музика,🎵,hard
Мессіан,Музика,🎵,hard
Пендерецький,Музика,🎵,hard
Лютославський,Музика,🎵,hard
Шостакович,Музика,🎵,hard
Скрябін композитор,Музика,🎵,hard
Рахманінов,Музика,🎵,hard
Глінка,Музика,🎵,hard
Мусоргський,Музика,🎵,hard
Римський-Корсаков,Музика,🎵,hard
Бородін,Музика,🎵,hard
Кюї,Музика,🎵,hard
Могутня купка,Музика,🎵,hard
Леонтович,Музика,🎵,hard
Лисенко Микола,Музика,🎵,hard
Стеценко,Музика,🎵,hard
Ревуцький,Музика,🎵,hard
Барвінський,Музика,🎵,hard
Косенко,Музика,🎵,hard
Станкович,Музика,🎵,hard
Скорик Мирослав,Музика,🎵,hard
Сильвестров Валентин,Музика,🎵,hard
церковний спів,Музика,🎵,hard
знаменний розспів,Музика,🎵,hard
партесний спів,Музика,🎵,hard
акапельний хор,Музика,🎵,hard
григоріанський хорал,Музика,🎵,hard
меса реквієм структура,Музика,🎵,hard
пасіони,Музика,🎵,hard
хорал протестантський,Музика,🎵,hard
органний пункт,Музика,🎵,hard
базо остинато,Музика,🎵,hard
контрапунктична тема,Музика,🎵,hard
фугато,Музика,🎵,hard
інвенція,Музика,🎵,hard
токата,Музика,🎵,hard
пасакалія,Музика,🎵,hard
чакона,Музика,🎵,hard
гавот,Музика,🎵,hard
менует,Музика,🎵,hard
сарабанда,Музика,🎵,hard
куранта,Музика,🎵,hard
жига,Музика,🎵,hard
полонез,Музика,🎵,hard
мазурка,Музика,🎵,hard
краков'як,Музика,🎵,hard
чардаш,Музика,🎵,hard
хабанера,Музика,🎵,hard
пасодобль,Музика,🎵,hard
кадриль,Музика,🎵,hard
контрданс,Музика,🎵,hard
екосез,Музика,🎵,hard
серенада вокальна,Музика,🎵,hard
баркарола,Музика,🎵,hard
елегія,Музика,🎵,hard
рапсодія,Музика,🎵,hard
фантазія музична,Музика,🎵,hard
попурі,Музика,🎵,hard
транскрипція музична,Музика,🎵,hard
перекладення для оркестру,Музика,🎵,hard
партія першої скрипки,Музика,🎵,hard
партія альта,Музика,🎵,hard
диригентська партитура,Музика,🎵,hard
репетиційна цифра,Музика,🎵,hard
генеральна репетиція оркестру,Музика,🎵,hard
акустична камера студії,Музика,🎵,hard
звукоізоляція студії,Музика,🎵,hard
багатоканальний запис,Музика,🎵,hard
дорожка запису,Музика,🎵,hard
овердаб,Музика,🎵,hard
пунч-ін запис,Музика,🎵,hard
автотюн,Музика,🎵,hard
вокодер,Музика,🎵,hard
ринг-модулятор,Музика,🎵,hard
арпеджіатор,Музика,🎵,hard
осцилятор синтезатора,Музика,🎵,hard
фільтр синтезатора,Музика,🎵,hard
огибаюча ADSR,Музика,🎵,hard
модульний синтезатор,Музика,🎵,hard
драм-падс,Музика,🎵,hard
MIDI-контролер,Музика,🎵,hard
MIDI-клавіатура,Музика,🎵,hard
цифрова робоча станція,Музика,🎵,hard
плагін ефектів,Музика,🎵,hard
side-chain компресія,Музика,🎵,hard
лімітер звуку,Музика,🎵,hard
де-ессер,Музика,🎵,hard
нойз-гейт,Музика,🎵,hard
панорамування звуку,Музика,🎵,hard
стерео база,Музика,🎵,hard
моно доріжка,Музика,🎵,hard
частотний спектр,Музика,🎵,hard
низькі частоти,Музика,🎵,hard
середні частоти,Музика,🎵,hard
високі частоти,Музика,🎵,hard
музична акустика зали,Музика,🎵,hard
дифузор звуку,Музика,🎵,hard
бас-пастка,Музика,🎵,hard
музикознавство,Музика,🎵,hard
етномузикологія,Музика,🎵,hard
музична палеографія,Музика,🎵,hard
фольклористика музична,Музика,🎵,hard
експедиція за фольклором,Музика,🎵,hard
збирач пісень,Музика,🎵,hard
нотний запис фольклору,Музика,🎵,hard
варіант мелодії,Музика,🎵,hard
наспів,Музика,🎵,hard
речитатив,Музика,🎵,hard
мелодекламація,Музика,🎵,hard
куплетно-варіаційна форма,Музика,🎵,hard
строфічна форма,Музика,🎵,hard
тричастинна форма,Музика,🎵,hard
сонатна форма,Музика,🎵,hard
розробка в сонатній формі,Музика,🎵,hard
експозиція теми,Музика,🎵,hard
реприза музична,Музика,🎵,hard
кода музичного твору,Музика,🎵,hard
вступ до симфонії,Музика,🎵,hard
фінал симфонії,Музика,🎵,hard
частина сонати,Музика,🎵,hard
опус композитора,Музика,🎵,hard
каталог творів,Музика,🎵,hard
рукопис партитури,Музика,🎵,hard
автограф композитора,Музика,🎵,hard
видавництво нот,Музика,🎵,hard
музичний архів,Музика,🎵,hard
консерваторський клас,Музика,🎵,hard
майстер-клас з вокалу,Музика,🎵,hard
конкурс імені Чайковського,Музика,🎵,hard
конкурс імені Шопена,Музика,🎵,hard
міжнародний джазовий фестиваль,Музика,🎵,hard
резиденція оркестру,Музика,🎵,hard
художній керівник оркестру,Музика,🎵,hard
головний диригент,Музика,🎵,hard
запрошений диригент,Музика,🎵,hard
концертне турне світом,Музика,🎵,hard
акустичний інструмент проти електронного,Музика,🎵,hard
історичне виконавство,Музика,🎵,hard
автентичний інструмент,Музика,🎵,hard
барочна скрипка,Музика,🎵,hard
клавір,Музика,🎵,hard
фортепіанний квінтет,Музика,🎵,hard
струнний квартет,Музика,🎵,hard
духовий квінтет,Музика,🎵,hard
камерний ансамбль,Музика,🎵,hard
оперний театр,Музика,🎵,hard
лібрето опери,Музика,🎵,hard
арія з опери,Музика,🎵,hard
дует з опери,Музика,🎵,hard
речитатив опери,Музика,🎵,hard
увертюра,Музика,🎵,hard
антракт опери,Музика,🎵,hard
костюми опери,Музика,🎵,hard
декорації опери,Музика,🎵,hard
балетна трупа,Музика,🎵,hard
партія балерини,Музика,🎵,hard
па-де-де,Музика,🎵,hard
гранд-батман,Музика,🎵,hard
пуанти балетні,Музика,🎵,hard
хореографічна постановка,Музика,🎵,hard
індійська табла,Музика,🎵,hard
ситар,Музика,🎵,hard
саранги,Музика,🎵,hard
кото японське,Музика,🎵,hard
сямісен,Музика,🎵,hard
ерху,Музика,🎵,hard
гуцінь,Музика,🎵,hard
пипа,Музика,🎵,hard
ханг барабан,Музика,🎵,hard
стіл-драм,Музика,🎵,hard
берімбау,Музика,🎵,hard
варган,Музика,🎵,hard
окарина,Музика,🎵,hard
пан-флейта,Музика,🎵,hard
зурна,Музика,🎵,hard
троїста музика,Музика,🎵,hard
ліра колісна,Музика,🎵,hard
кобза бандуриста,Музика,🎵,hard
думи кобзарів,Музика,🎵,hard
кобзарство,Музика,🎵,hard
лірництво,Музика,🎵,hard
билина,Музика,🎵,hard
скальд,Музика,🎵,hard
трубадур,Музика,🎵,hard
менестрель,Музика,🎵,hard
мадригал,Музика,🎵,hard
вілланела,Музика,🎵,hard
органум,Музика,🎵,hard
мотет,Музика,🎵,hard
ричеркар,Музика,🎵,hard
канон музичний,Музика,🎵,hard
генерал-бас,Музика,🎵,hard
цифрований бас,Музика,🎵,hard
тема з варіаціями,Музика,🎵,hard
дванадцятитоновий ряд,Музика,🎵,hard
мікротональна музика,Музика,🎵,hard
четвертитонова музика,Музика,🎵,hard
спектралізм,Музика,🎵,hard
стохастична музика,Музика,🎵,hard
алгоритмічна композиція,Музика,🎵,hard
графічна партитура,Музика,🎵,hard
підготовлене фортепіано,Музика,🎵,hard
флажолет скрипковий,Музика,🎵,hard
піцикато,Музика,🎵,hard
коль леньо,Музика,🎵,hard
сордіна,Музика,🎵,hard
фрулато,Музика,🎵,hard
мультифонік,Музика,🎵,hard
циркулярне дихання,Музика,🎵,hard
амбушюр,Музика,🎵,hard
мундштук духового інструмента,Музика,🎵,hard
тростина кларнета,Музика,🎵,hard
Тарас Шевченко,Література,📚,easy
Кобзар,Література,📚,easy
Заповіт,Література,📚,easy
Іван Франко,Література,📚,easy
Захар Беркут,Література,📚,easy
Леся Українка,Література,📚,easy
Лісова пісня,Література,📚,easy
Іван Котляревський,Література,📚,easy
Енеїда,Література,📚,easy
Наталка Полтавка,Література,📚,easy
Микола Гоголь,Література,📚,easy
Вечори на хуторі,Література,📚,easy
Тарас Бульба,Література,📚,easy
Панас Мирний,Література,📚,easy
Хіба ревуть воли,Література,📚,easy
Іван Нечуй-Левицький,Література,📚,easy
Кайдашева сім'я,Література,📚,easy
Михайло Коцюбинський,Література,📚,easy
Тіні забутих предків,Література,📚,easy
Fata morgana,Література,📚,easy
Григір Тютюнник,Література,📚,easy
Василь Стус,Література,📚,easy
Ліна Костенко,Література,📚,easy
Маруся Чурай,Література,📚,easy
Олександр Довженко,Література,📚,easy
Земля,Література,📚,easy
Панас Куліш,Література,📚,easy
Чорна рада,Література,📚,easy
Марко Вовчок,Література,📚,easy
Народні оповідання,Література,📚,easy
Григорій Сковорода,Література,📚,easy
Байки,Література,📚,easy
Остап Вишня,Література,📚,easy
Усмішки,Література,📚,easy
Юрій Яновський,Література,📚,easy
Вершники,Література,📚,easy
Ольга Кобилянська,Література,📚,easy
Земля стогне,Література,📚,easy
Богдан Лепкий,Література,📚,easy
Байка про лисицю,Література,📚,easy
Дитяча книга,Література,📚,easy
Казка,Література,📚,easy
Народна казка,Література,📚,easy
Байка,Література,📚,easy
Прислів'я,Література,📚,easy
Загадка,Література,📚,easy
Легенда,Література,📚,easy
Переказ,Література,📚,easy
Билина,Література,📚,easy
Шерлок Холмс,Література,📚,easy
Артур Конан Дойл,Література,📚,easy
Дон Кіхот,Література,📚,easy
Мігель де Сервантес,Література,📚,easy
Гамлет,Література,📚,easy
Вільям Шекспір,Література,📚,easy
Ромео і Джульєтта,Література,📚,easy
Король Лір,Література,📚,easy
Отелло,Література,📚,easy
Макбет,Література,📚,easy
Три мушкетери,Література,📚,easy
Александр Дюма,Література,📚,easy
Граф Монте-Крісто,Література,📚,easy
Робінзон Крузо,Література,📚,easy
Даніель Дефо,Література,📚,easy
Острів скарбів,Література,📚,easy
Роберт Луїс Стівенсон,Література,📚,easy
Пригоди Тома Сойєра,Література,📚,easy
Марк Твен,Література,📚,easy
Пригоди Гекльберрі Фінна,Література,📚,easy
Аліса в Країні чудес,Література,📚,easy
Льюїс Керрол,Література,📚,easy
Маленький принц,Література,📚,easy
Антуан де Сент-Екзюпері,Література,📚,easy
Гаррі Поттер,Література,📚,easy
Джоан Роулінг,Література,📚,easy
Володар перснів,Література,📚,easy
Джон Толкін,Література,📚,easy
Хоббіт,Література,📚,easy
Гобіт,Література,📚,easy
Хроніки Нарнії,Література,📚,easy
Клайв Стейплз Льюїс,Література,📚,easy
П'ятнадцятирічний капітан,Література,📚,easy
Жуль Верн,Література,📚,easy
Навколо світу за 80 днів,Література,📚,easy
Діти капітана Гранта,Література,📚,easy
Двадцять тисяч льє під водою,Література,📚,easy
Пригоди Піноккіо,Література,📚,easy
Карло Коллоді,Література,📚,easy
Мауглі,Література,📚,easy
Редьярд Кіплінг,Література,📚,easy
Книга джунглів,Література,📚,easy
Вінні-Пух,Література,📚,easy
Алан Мілн,Література,📚,easy
Пітер Пен,Література,📚,easy
Джеймс Баррі,Література,📚,easy
Попелюшка,Література,📚,easy
Брати Грімм,Література,📚,easy
Червона Шапочка,Література,📚,easy
Шарль Перро,Література,📚,easy
Кіт у чоботях,Література,📚,easy
Спляча красуня,Література,📚,easy
Русалонька,Література,📚,easy
Ганс Крістіан Андерсен,Література,📚,easy
Снігова королева,Література,📚,easy
Дюймовочка,Література,📚,easy
Гидке каченя,Література,📚,easy
Незнайко,Література,📚,easy
Микола Носов,Література,📚,easy
Буратіно,Література,📚,easy
Олексій Толстой,Література,📚,easy
Чарлі і шоколадна фабрика,Література,📚,easy
Роальд Дал,Література,📚,easy
Пеппі Довгапанчоха,Література,📚,easy
Астрід Ліндгрен,Література,📚,easy
Малий і Карлсон,Література,📚,easy
"Муфта, Півчеревичок та Мохобородько",Література,📚,easy
Еліс Мілн,Література,📚,easy
Три поросята,Література,📚,easy
Вовк і семеро козенят,Література,📚,easy
Ріпка,Література,📚,easy
Колобок,Література,📚,easy
Курочка Ряба,Література,📚,easy
Морозко,Література,📚,easy
Івасик-Телесик,Література,📚,easy
Котигорошко,Література,📚,easy
Кирило Кожум'яка,Література,📚,easy
Летюча коляска,Література,📚,easy
Лисичка-сестричка,Література,📚,easy
Вовк і лисиця,Література,📚,easy
Роман,Література,📚,easy
Повість,Література,📚,easy
Оповідання,Література,📚,easy
Новела,Література,📚,easy
Вірш,Література,📚,easy
Поема,Література,📚,easy
Драма,Література,📚,easy
Комедія,Література,📚,easy
Трагедія,Література,📚,easy
Міф,Література,📚,easy
Балада,Література,📚,easy
Пісня,Література,📚,easy
Епос,Література,📚,easy
Автор,Література,📚,easy
Письменник,Література,📚,easy
Поет,Література,📚,easy
Читач,Література,📚,easy
Герой твору,Література,📚,easy
Головний герой,Література,📚,easy
Персонаж,Література,📚,easy
Бібліотека,Література,📚,easy
Книга,Література,📚,easy
Сторінка,Література,📚,easy
Обкладинка,Література,📚,easy
Зміст,Література,📚,easy
Розділ,Література,📚,easy
Абзац,Література,📚,easy
Заголовок,Література,📚,easy
Видавництво,Література,📚,easy
Рукопис,Література,📚,easy
Щоденник,Література,📚,easy
Лист,Література,📚,easy
Літературний твір,Література,📚,easy
Художня література,Література,📚,easy
Дитяча література,Література,📚,easy
Пригодницька повість,Література,📚,easy
Казкова історія,Література,📚,easy
Байкар,Література,📚,easy
Драматург,Література,📚,easy
Прозаїк,Література,📚,easy
Повістяр,Література,📚,easy
Романіст,Література,📚,easy
Літературний герой,Література,📚,easy
Позитивний герой,Література,📚,easy
Негативний герой,Література,📚,easy
Головна думка твору,Література,📚,easy
Мораль байки,Література,📚,easy
Пряма мова,Література,📚,easy
Діалог у творі,Література,📚,easy
Опис природи,Література,📚,easy
Портрет героя,Література,📚,easy
Кінцівка твору,Література,📚,easy
Зав'язка,Література,📚,easy
Кульмінація,Література,📚,easy
Розв'язка,Література,📚,easy
Епілог,Література,📚,easy
Пролог,Література,📚,easy
Вступ,Література,📚,easy
Автор твору,Література,📚,easy
Літературний персонаж,Література,📚,easy
Казковий герой,Література,📚,easy
Чарівник,Література,📚,easy
Фея,Література,📚,easy
Дракон,Література,📚,easy
Принцеса,Література,📚,easy
Принц,Література,📚,easy
Король,Література,📚,easy
Королева,Література,📚,easy
Лицар,Література,📚,easy
Відьма,Література,📚,easy
Чаклун,Література,📚,easy
Велетень,Література,📚,easy
Гном,Література,📚,easy
Ельф,Література,📚,easy
Тролль,Література,📚,easy
Русалка,Література,📚,easy
Мавка,Література,📚,easy
Кентавр,Література,📚,easy
Пегас,Література,📚,easy
Фенікс,Література,📚,easy
Одноріг,Література,📚,easy
Ерагон,Література,📚,easy
Крістофер Паоліні,Література,📚,easy
Персі Джексон,Література,📚,easy
Рік Ріордан,Література,📚,easy
Голодні ігри,Література,📚,easy
Сюзанна Коллінз,Література,📚,easy
Дивовижний світ Оз,Література,📚,easy
Волшебник Изумрудного города,Література,📚,easy
Александр Волков,Література,📚,easy
Смарагдове місто,Література,📚,easy
Приключения Незнайки,Література,📚,easy
Мумі-тролі,Література,📚,easy
Туве Янссон,Література,📚,easy
Вінні Пух і його друзі,Література,📚,easy
Простоквашино,Література,📚,easy
Едуард Успенський,Література,📚,easy
Чебурашка,Література,📚,easy
Малюк і Карлсон,Література,📚,easy
Джанні Родарі,Література,📚,easy
Пригоди Чиполліно,Література,📚,easy
Мандрівний лицар,Література,📚,easy
Байка про журавля і чаплю,Література,📚,easy
Байка про ґав і лисицю,Література,📚,easy
Крилов,Література,📚,easy
Байки Крилова,Література,📚,easy
Три ведмеді,Література,📚,easy
Лев Толстой,Література,📚,easy
Війна і мир,Література,📚,easy
Анна Кареніна,Література,📚,easy
Федір Достоєвський,Література,📚,easy
Злочин і кара,Література,📚,easy
Брати Карамазови,Література,📚,easy
Ідіот,Література,📚,easy
Антон Чехов,Література,📚,easy
Вишневий сад,Література,📚,easy
Чайка,Література,📚,easy
Максим Горький,Література,📚,easy
На дні,Література,📚,easy
Пушкін,Література,📚,easy
Євгеній Онєгін,Література,📚,easy
Казка про рибака і рибку,Література,📚,easy
Гоголь Мертві душі,Література,📚,easy
Ревізор,Література,📚,easy
Байрон,Література,📚,easy
Гете,Література,📚,easy
Фауст,Література,📚,easy
Йоганн Вольфганг Гете,Література,📚,easy
Данте Аліг'єрі,Література,📚,easy
Божественна комедія,Література,📚,easy
Гомер,Література,📚,easy
Одіссея,Література,📚,easy
Іліада,Література,📚,easy
Езоп,Література,📚,easy
Байки Езопа,Література,📚,easy
Вовк і ягня,Література,📚,easy
Крилата фраза,Література,📚,easy
Летюча фраза,Література,📚,easy
Крилатий вислів,Література,📚,easy
Приказка,Література,📚,easy
Скоромовка,Література,📚,easy
Тарас Бульба Гоголь,Література,📚,easy
Вій,Література,📚,easy
Ніч перед Різдвом,Література,📚,easy
Пропала грамота,Література,📚,easy
Сорочинський ярмарок,Література,📚,easy
Заклятий скарб,Література,📚,easy
Панночка-утоплениця,Література,📚,easy
Дідух,Література,📚,easy
Різдвяна казка,Література,📚,easy
Новорічна казка,Література,📚,easy
Снігуронька,Література,📚,easy
Морозенко,Література,📚,easy
Баба Яга,Література,📚,easy
Кощій Безсмертний,Література,📚,easy
Жар-птиця,Література,📚,easy
Царівна-жаба,Література,📚,easy
Іван-царевич,Література,📚,easy
Сивка-Бурка,Література,📚,easy
Летючий корабель,Література,📚,easy
Скатертина-самобранка,Література,📚,easy
Чоботи-скороходи,Література,📚,easy
Шапка-невидимка,Література,📚,easy
Килим-літак,Література,📚,easy
Молодильні яблука,Література,📚,easy
Жива вода,Література,📚,easy
Мертва вода,Література,📚,easy
Двоє з скриньки,Література,📚,easy
Пан Коцький,Література,📚,easy
Солом'яний бичок,Література,📚,easy
Рукавичка,Література,📚,easy
Коза-дереза,Література,📚,easy
Названий батько,Література,📚,easy
Кривенька качечка,Література,📚,easy
Зайчикова хатка,Література,📚,easy
Вужик і жаба,Література,📚,easy
Мудра дівчина,Література,📚,easy
Правда і кривда,Література,📚,easy
Кобиляча голова казка,Література,📚,easy
Дідова дочка й бабина дочка,Література,📚,easy
Три брати і дракон,Література,📚,easy
Мандрівка Нільса,Література,📚,easy
Сельма Лагерлеф,Література,📚,easy
Пітер Пен і Венді,Література,📚,easy
Мері Поппінс,Література,📚,easy
Памела Треверс,Література,📚,easy
Довгоногий татусь,Література,📚,easy
Джин Вебстер,Література,📚,easy
Таємний сад,Література,📚,easy
Френсіс Бернетт,Література,📚,easy
Маленькі жінки,Література,📚,easy
Луїза Мей Олкотт,Література,📚,easy
Гекльберрі Фінн,Література,📚,easy
Білосніжка,Література,📚,easy
Семеро гномів,Література,📚,easy
Рапунцель,Література,📚,easy
Бременські музиканти,Література,📚,easy
Ганс і Гретель,Література,📚,easy
Хлопчик-мізинчик,Література,📚,easy
Кіт в чоботях казка,Література,📚,easy
Синя борода,Література,📚,easy
Осел у шкурі,Література,📚,easy
Красуня і чудовисько,Література,📚,easy
Аленький цветочек,Література,📚,easy
Сергій Аксаков,Література,📚,easy
Морозко казка,Література,📚,easy
Двенадцять місяців,Література,📚,easy
Самуїл Маршак,Література,📚,easy
"Кіт, що гуляв сам собою",Література,📚,easy
Дощовий день книга,Література,📚,easy
Мауглі і Балу,Література,📚,easy
Багіра,Література,📚,easy
Шер-Хан,Література,📚,easy
Балу ведмідь,Література,📚,easy
Каа удав,Література,📚,easy
Акела вовк,Література,📚,easy
Аліса і Білий Кролик,Література,📚,easy
Чеширський Кіт,Література,📚,easy
Королева Червів,Література,📚,easy
Капелюшник,Література,📚,easy
Гусениця з кальяном,Література,📚,easy
Гаррі Поттер і філософський камінь,Література,📚,easy
Герміона Грейнджер,Література,📚,easy
Рон Візлі,Література,📚,easy
Дамблдор,Література,📚,easy
Волдеморт,Література,📚,easy
Гоґвортс,Література,📚,easy
Фродо Бегінс,Література,📚,easy
Гендальф,Література,📚,easy
Ґолум,Література,📚,easy
Сем Ґемджі,Література,📚,easy
Більбо Бегінс,Література,📚,easy
Смауг дракон,Література,📚,easy
Аслан лев,Література,📚,easy
Білий Кит,Література,📚,easy
Герман Мелвілл,Література,📚,easy
Мобі Дік,Література,📚,easy
Капітан Немо,Література,📚,easy
Наутілус,Література,📚,easy
П'ятниця,Література,📚,easy
